uupu-01.csv
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
1.1423568
0.8333366
0.6305602
0.9317991
0.9699994
0.65737164
0.6935055
1.1328161
0.5591785
0.5791066
0.6181994
0.9214226
0.8448421
0.7146749
0.74339867
0.6760083
0.72537816
0.63110405
0.7449452
0.49978456
0.6049162
0.6607349
0.8303953
0.6383109
0.7534624
0.6952501
0.647023
0.79410714
0.6690592
1.033337
0.6982533
0.6664631
0.8441998
0.66257703
0.65685856
0.7314397
0.72437185
0.8762163
0.8842764
0.65492254
0.74610955
0.82327145
0.7879077
0.7997963
1.0033087
0.8061317
0.77424484
0.6604684
0.71580446
0.7208986
0.7400453
1.1293733
0.66276973
0.68865514
0.75676715
0.7000145
0.63097227
0.7555447
0.970883
0.63633806
0.65999687
1.0092728
0.80337846
0.70624673
0.8153101
1.0446101
0.6203452
0.6721071
1.0365461
0.6802287
0.7575989
0.91482574
0.67697644
0.5981665
0.6504461
0.8218404
0.7006757
0.71790975
0.6971292
0.82411015
0.69649845
0.83479756
1.0097001
0.74848026
0.8630276
0.73729956
0.9137784
0.7690797
0.81172955
0.8331725
0.7114394
0.70631623
0.81218106
0.7281219
0.66330594
0.78890496
0.6537434
0.7116474
0.63699144
0.87244135
0.9064568
0.83294505
0.7332948
0.68580455
0.58218175
0.6947254
0.81837386
1.0390352
0.9156942
0.66634345
0.7131027
0.7933657
0.7910608
0.6346378
0.94466686
0.8162246
0.6769483
0.71998996
0.71682185
1.1233035
0.7521259
0.73513806
0.7090975
0.7909676
0.7766533
0.6130408
0.62294644
0.7486177
0.58988756
0.5899553
0.63087374
0.81608385
0.6349411
0.6747589
0.71380913
0.6634798
0.6892857
0.72879034
0.7433992
0.89278543
0.66950566
0.7637048
0.760476
0.7283487
0.6022876
0.6752974
0.68328696
0.7216928
0.6410256
0.66403615
0.6695284
0.78923726
0.6996205
0.6584048
0.637449
0.607637
0.6325613
0.6775704
0.6058892
0.6751037
0.6679663
0.6733221
0.69781005
0.7087194
0.65745157
0.73916304
0.7342494
0.6140563
0.6069181
0.63550925
0.74841076
0.66940475
0.76894474
0.6466512
0.62732047
0.6608908
0.5841024
0.64158523
0.67206144
0.7418157
0.74979734
0.7670456
0.7043935
0.76080626
0.6733542
0.6380129
0.6480621
0.65114117
0.6885234
0.6814409
0.6556483
0.69256663
0.6406746
0.6379925
0.71630824
0.8152127
0.64842784
0.67650336
0.74381864
0.6920913
0.7673545
0.7211295
0.72319895
0.7224425
0.74991417
0.72123903
0.7226808
0.6224838
0.69386035
0.6051564
0.6407513
0.7285449
0.64408875
0.7241622
0.70729804
0.6691856
0.84524715
0.6922652
0.7208168
0.6714137
0.6690166
0.7666912
0.6666683
0.69119114
0.67563254
0.6966582
0.67512745
0.6670058
0.6495
0.7258385
0.68176824
0.73399895
0.6892533
0.7184026
0.8789293
0.7422163
0.7786744
0.6176595
0.7228367
0.6570926
0.664278
0.6653472
0.67698497
0.62873
0.6676147
0.70151085
0.7147209
0.6223877
0.6707076
0.68411225
0.7324633
0.6070925
0.7081852
0.7754951
0.6600883
0.70440984
0.6302817
0.71587586
0.67118645
0.7046204
0.6690534
0.6305477
0.6785229
0.70558226
0.7011273
0.7622188
0.6580976
0.70124525
0.71576273
0.6340946
0.6839411
0.6839422
0.6577282
0.6772396
0.88823676
0.65711606
0.6434986
0.69387895
0.6471927
0.66622317
0.7904504
0.7590888
0.64353585
0.7293178
0.6946238
0.7016922
0.6982296
0.68763417
0.672052
0.6378943
0.6881844
0.61736804
0.71717256
0.72145605
0.6940006
0.72103983
0.73587286
0.77539426
0.7644252
0.79901063
0.7319245
0.742916
0.707876
0.7072453
0.6976657
0.67514926
0.70648247
0.6599546
0.69414043
0.68083787
0.6577195
0.6399902
0.6397641
0.6950336
0.7086571
0.6798924
0.73047423
0.7062552
0.72436607
0.71145725
0.7018095
0.67381227
0.694939
0.6992702
0.76712435
0.6852278
0.77851325
0.6714447
0.7337014
0.63312954
0.68454456
0.69813925
0.64360964
0.64206153
0.6902541
0.6245658
0.6460662
0.71029437
0.66136247
0.70203173
0.7415086
0.71795666
0.6466736
0.7174615
0.68008393
0.75034034
0.68286115
0.68380845
0.6672715
0.6895285
0.65179926
0.6851796
0.672087
0.70589435
0.6512312
0.6468878
0.6859496
0.67168164
0.70364094
0.8299227
