uupp-01.csv
0
0
0.5996828
0.8017792
0.6318069
0.8674041
0.9055721
1.0658199
0.8222337
0.7501514
1.069411
0.77206683
0.7116485
0.9038635
1.0503515
0.80464345
1.0613793
1.1377084
0.7072777
0.86210275
0.6616991
0.6019768
0.7206953
0.5662775
0.6824266
0.814637
0.6140113
0.81594104
0.7609425
0.85805774
1.0449834
0.7156318
0.62537545
0.7475649
0.8041413
0.72803736
0.93582994
0.7221443
1.1125259
0.71577823
1.1153357
0.85647595
0.8262582
0.823908
0.6450472
0.7909193
0.72931373
0.7709005
0.7405132
0.9516327
0.88210654
0.80096835
0.62409234
0.9927013
1.0630546
0.7625482
0.6637708
0.7571611
0.8459288
0.8140513
0.84821177
0.6391619
0.7687726
0.9120192
0.67632
0.7552533
0.88134587
0.90824944
1.0362185
0.8205644
0.7239949
0.72681373
0.6899772
0.76642907
0.7819681
0.98584294
0.8309316
1.0358055
0.56246144
0.80899817
0.74228317
0.70187914
0.7656438
0.61867696
0.7242825
0.5949445
0.94977057
0.9101076
0.73568696
0.79271287
0.7039897
0.76745677
0.56512207
0.7119596
0.9024403
0.85597944
0.6697706
0.97774154
0.6444434
0.789298
0.68402416
0.7786584
0.64792603
0.6298778
0.60605586
0.72292775
0.9703222
0.8506281
0.87113386
0.8008259
0.7166162
0.8406068
0.829714
0.70898455
0.81241983
0.8195341
0.9554908
0.70729935
0.8466027
0.75891495
1.0269704
0.9202141
1.0766686
0.7784834
0.75039005
0.5926581
0.7890568
0.7087014
0.7245402
0.73940617
0.68282956
0.6322041
0.6716866
0.7050742
0.6435448
0.8488365
0.67810106
0.83207697
0.9454355
0.6503176
0.6860648
0.6366365
0.6949344
0.7234972
0.69683194
0.7273475
0.6967377
0.8543234
0.741404
0.6782689
0.72210383
0.71471065
0.7739519
0.7228836
0.8173106
0.7057463
0.67644197
0.6519537
0.6966534
0.70105076
0.74369556
0.6905451
0.7903147
0.7288993
0.65522456
0.8202253
0.7013563
0.73929095
0.7366823
0.7984093
0.6306915
0.7130292
0.64493895
0.6837233
0.68369347
0.70019764
0.6943762
0.73706734
0.6735573
0.7129096
0.66837513
0.67159575
0.6470447
0.75987935
0.7762996
0.74296993
0.90265334
0.827053
0.6948082
0.7618939
0.7685514
0.7070619
0.73374796
0.64442164
0.6894446
0.72722
0.7889555
0.8088729
0.7276909
0.805279
0.6664777
0.7316843
0.62409705
0.6836896
0.67425674
0.67060864
0.6784377
0.7611634
0.69061625
0.6909722
0.6442641
0.6469593
0.6900496
0.8258548
0.7074441
0.6995397
0.81217796
0.77156204
0.6982105
0.7023001
0.77133673
0.7271535
0.640666
0.6719159
0.8257244
0.83029324
0.76309013
0.6846545
0.72120214
0.7069684
0.66082275
0.723194
0.6563589
0.72614425
0.7533065
0.6529734
0.70360786
0.72844815
0.677423
0.67958695
0.71277064
0.6659693
0.6571993
0.76221174
0.69476676
0.69394475
0.69827455
0.6934429
0.7053878
0.70712245
0.7293863
0.6651049
0.6921427
0.6818885
0.69450355
0.7334377
0.7693989
0.8511926
0.74875045
0.6805152
0.64014256
0.68324196
0.7316543
0.7114167
0.7081461
0.70066756
0.7775931
0.72622025
0.68348646
0.73699504
0.6679619
0.6550299
0.65748346
0.7203897
0.710393
0.7797655
0.726144
0.71011126
0.7056432
0.7459117
0.7111924
0.7428392
0.6694979
0.7301079
0.7632278
0.7443298
0.7550376
0.7218987
0.80875087
0.68923575
0.683646
0.6378877
0.72329366
0.75304174
0.7121721
0.7957641
0.6642681
0.7109076
0.71162355
0.71025646
0.7502679
0.7583822
0.7259775
0.78809273
0.70868826
0.70255286
0.71199286
0.71155506
0.6865144
0.63342494
0.7119946
0.7128288
0.66364944
0.7469606
0.7226949
0.7106872
0.68667185
0.6890409
0.65690684
0.6642625
0.7561412
0.66412777
0.67741126
0.7730472
0.72325325
0.7216644
0.6542606
0.6703806
0.77846336
0.76308316
0.86459553
0.65323883
0.72779995
0.7953634
0.7606349
0.7314518
0.84314966
0.7266753
0.6902351
0.6650145
0.65389574
0.67482007
0.7648749
0.666229
0.72363424
0.70804983
0.6640267
0.7208769
0.8890695
0.726841
0.7504106
0.6520154
0.65165985
0.66717464
0.697831
0.83676726
0.77200514
0.7046798
0.75939596
0.76014596
0.705079
0.77015984
0.6190359
0.7249916
0.70234334
0.6956079
0.6982633
0.71161205
