uppp-00.csv
0
0.6257817
0.58518785
0.67366177
0.8215357
0.59778965
0.6494156
0.6927153
0.84593034
0.58595943
0.69002604
0.5998573
0.72211474
0.8515339
0.5815288
0.5892873
0.7006641
0.6662934
0.7459414
0.67891264
0.700571
0.6364365
0.6598777
0.71891004
0.6957494
0.73481035
0.65336066
0.62363815
0.8161576
0.67242604
0.7146949
0.7155644
0.7384523
0.84483105
0.6388114
0.6995645
0.6603893
0.71917105
0.6330727
0.76802737
0.6691878
0.71783584
0.67117476
0.62732184
0.72274506
0.8296753
0.66041255
0.77261287
0.612267
0.7723778
0.8211901
0.71964675
0.6277433
0.59189117
0.8025567
0.6552457
0.6386169
0.702805
0.77252877
0.6338178
0.72961795
0.6606308
0.7013832
0.93116736
0.7007017
0.66736436
0.7374455
0.7964934
0.61369693
0.63631254
0.7399029
0.7423631
0.6481659
0.7695614
0.73948383
0.69401705
0.67161685
0.6715044
0.7797477
0.6609258
0.7423807
0.6609585
0.71151847
0.5787406
0.6103554
0.6140787
0.6345249
0.7200137
0.71166563
0.67047095
0.6812092
0.6066123
0.652654
0.6370238
0.5808218
0.67795885
0.8125439
0.6481799
0.61160564
0.9397064
1.0268598
0.64487684
0.7538487
0.65721357
0.7198069
0.72291404
1.0230134
0.6216648
0.62509793
0.7420556
0.9687349
0.7502483
0.61180234
0.66141415
0.73168474
0.70125353
0.6162221
0.70537996
0.67143524
0.69224095
0.689423
0.7439282
0.65269876
0.7522429
0.70483613
0.79697084
0.7767419
0.64069325
0.77935827
0.6307794
0.6848729
0.65918857
0.59230065
0.69881797
0.70643187
0.6325524
0.6996295
0.6142443
0.61440456
0.6968801
0.7174426
0.6931092
0.6678297
0.7294182
0.6749957
0.7316924
0.69767386
0.90323293
0.6006312
0.68091244
0.73988104
0.62417203
0.6726287
0.6564963
0.6739835
0.68302524
0.66932434
0.65280426
0.63120395
0.7024925
0.6859969
0.56019515
0.7087039
0.6645114
0.69493705
0.6935126
0.6933134
0.6701898
0.6781078
0.5840426
0.606271
0.5922533
0.71192664
0.72808754
0.643337
0.6723463
0.57821095
0.5964315
0.82038397
0.6602455
0.5885759
0.666585
0.5732025
0.65074456
0.65058947
0.68657315
0.6439063
0.7084186
0.6625045
0.6855656
0.61648834
0.7215774
0.66804814
0.69436026
0.7653942
0.6727801
0.6638643
0.7561026
0.70725596
0.81416315
0.7038894
0.66519284
0.7803629
0.60777515
0.5844059
0.5892512
0.6075171
0.6112509
0.6532193
0.65593505
0.66866434
0.6992862
0.8040668
0.61030424
0.61685985
0.6410238
0.7191073
0.6718108
0.62175316
0.66514283
0.7856164
0.8459409
0.7775202
0.70772606
0.7183554
0.71323127
0.67012846
0.72295743
0.7498323
0.66523147
0.6382617
0.6933213
0.6390902
0.6434317
0.70805
0.60089064
0.6522976
0.70558995
0.70868576
0.6459908
0.6545507
0.64020926
0.6984854
0.6388357
0.6993078
0.70139796
0.72531605
0.67653084
0.69992185
0.6774501
0.6776449
0.70675117
0.7213396
0.70403403
0.7303478
0.692922
0.6716612
0.726606
0.7090677
0.66685945
0.63575757
0.6717942
0.6080184
0.66836673
0.6245756
0.67517823
0.67514354
0.66195744
0.725271
0.6969574
0.6393696
0.68880826
0.663674
0.7377953
0.63483423
0.720407
0.656955
0.6775353
0.667525
0.72917247
0.65765375
0.664978
0.67069185
0.6477486
0.6851205
0.6503353
0.6800764
0.7571357
0.60852206
0.6780935
0.69477093
0.71786046
0.6219041
0.68661517
0.6499009
0.6823187
0.71219486
0.6689002
0.64646333
0.69371486
0.69478
0.74327344
0.67437655
0.6734556
0.6847155
0.69681937
0.7720639
0.7013302
0.7595072
0.7868858
0.67977786
0.6993818
0.729301
0.7269899
0.8211305
0.74502754
0.7993998
0.82539463
0.685807
0.68484515
0.6913231
0.7510328
0.7471665
0.68488145
0.7315606
0.7073919
0.73882985
0.71811306
0.68262863
0.79618853
0.71581894
0.7414656
0.7416725
0.7313953
0.83847517
0.7116276
0.71937394
0.7240554
0.6722624
0.74524564
0.7109695
0.70023465
0.7177859
0.7586614
0.7619096
0.7877927
0.7064222
0.72328985
0.73124444
0.7445601
0.6923803
0.74796057
0.7289723
0.67252046
0.7346205
0.69209135
0.8118845
0.74735624
0.70573896
0.70355374
0.74105054
0.72793794
0.7510243
0.7211201
0.7604518
0.81198
0.75738937
0.6981953
0.68605876
0.6903014
0.6992355
0.7272814
0.72394454
0.74080753
0.78628993
0.75436914
0.7594826
0.73177505
0.7203828
0.77663517
0.7422998
0.8035271
0.7132012
0.7262141
0.7979894
0.74331206
0.77223593
0.7543327
0.7122753
0.81257606
0.7125449
0.7142323
0.7136058
0.83749264
0.72703624
0.7531132
0.70010406
0.7397979
0.82131284
0.7180782
0.7358798
0.6861729
0.7392352
0.7068374
0.80368364
0.7641275
0.78129274
0.6769012
0.6557814
0.6762503
0.75825316
0.75808203
0.71751344
0.7809111
0.7669791
0.71731156
0.7763321
0.70246446
0.7364681
0.74721
0.6802032
0.7240422
0.72083473
0.7566608
0.74685967
0.73289996
0.7518693
0.69021815
0.7095556
0.7403452
0.7387111
0.72086364
0.7115426
0.7326713
0.75247276
0.72989136
0.78065985
0.72957367
0.6993061
0.7267757
0.70406914
0.7293204
0.7239907
0.74177396
0.83154625
0.7901373
0.7832907
0.82665664
0.84091854
0.77525336
0.76979744
0.76372254
0.89463514
0.71155465
0.7857097
0.7811528
0.7089181
0.79925334
0.74788785
0.7341507
0.75236803
0.7112341
0.7245368
0.71502084
0.75937915
0.74382603
0.7564889
0.74663913
0.7418651
0.7767067
0.8294665
0.76044786
0.7781586
0.79720974
0.7983702
0.81780714
0.7768393
0.74076146
0.7855851
0.728226
0.7157484
0.7935599
0.8593414
0.86299866
0.78060514
0.6879341
0.7391299
0.72045213
0.74883765
0.710281
0.76029915
0.77750856
0.8833365
0.74214965
0.82421154
0.7481238
0.760963
0.80427724
0.7928517
0.7934431
0.7673742
0.7742802
0.7657073
0.8097691
0.74593526
0.82991004
0.86617625
0.78195703
0.7275846
0.7496092
0.80467045
0.76731604
0.7616608
0.88185877
0.8132799
0.82271016
0.7898496
0.77455133
0.7690029
0.7618121
0.8315625
0.8328225
0.74938315
0.78150666
0.8226189
0.80704105
0.7107064
0.78627765
0.81203586
0.7918166
0.8005706
0.7514059
0.7418385
0.71126896
0.71164256
0.7866706
0.7654339
0.82927495
0.7887763
0.78977275
0.77105683
0.8070187
0.8471735
0.84294
0.86057436
0.843872
0.8420183
0.7895678
0.9365312
0.7918789
0.87959766
0.85150224
0.8793637
0.8333886
0.75708294
0.85079855
0.75421226
0.82752305
0.8022876
