uuup-04.csv
0
0
0.61869097
0.5222022
0.6633275
0.6712654
0.71764123
0.6835865
0.720961
0.72762746
0.7263817
0.87985545
0.7016709
0.6749503
0.9789567
0.86486113
0.7807271
0.8335571
0.7270443
0.5849665
0.62491506
0.81311876
0.69011426
0.73000413
0.69700354
0.7927277
0.88843185
0.6043397
0.63948995
0.79809767
0.7928129
0.78064054
0.70182204
0.9861676
0.747296
0.78864753
0.8905057
0.6359009
0.7435834
0.7446507
0.7086191
0.67760146
0.75581336
0.57033855
0.7119917
0.7729382
0.6700959
0.6515191
0.75679725
0.96139294
0.88497335
0.6804574
0.6507157
0.7034048
0.72072685
0.8418292
0.6446041
0.86479247
0.8325525
0.774422
0.7517537
0.6886674
0.7036515
0.66955394
0.6763463
0.89538795
0.671415
0.70753276
0.68104696
0.67355263
0.65705085
0.7371051
0.7008346
0.68647695
0.64491534
0.6706429
0.6761425
0.738447
0.63990164
0.83051217
0.68341255
0.72469944
0.7524523
0.7373626
0.7201154
0.7286616
0.7098796
0.7459122
0.66356033
0.7936135
0.69317377
0.67449605
0.665717
0.7729991
0.7435041
0.6814799
0.6803125
0.72310126
0.68563807
0.67444384
0.8456664
0.787534
0.6807694
0.6647745
0.7554689
0.80178225
0.7172848
0.6999098
0.67131054
0.7719953
0.62028056
0.7822242
0.7006226
0.94027394
0.8538501
0.706168
0.7843201
0.71797925
0.6804658
0.7187609
0.72318614
0.6950997
0.70425993
0.6648903
0.6461529
0.63425225
0.6256577
0.7674079
0.63530123
0.63782376
0.72723097
0.6615207
0.74064696
0.7228566
0.7807642
0.6311006
0.71095467
0.749635
0.838855
0.8225938
0.6689395
0.67391604
0.72592145
0.79871106
0.7198763
0.73066926
0.71852595
0.7256464
0.75629324
0.8348094
0.66714674
0.7443038
0.75709575
0.7304539
0.7052661
0.82301736
0.7454933
0.77556163
0.75565094
0.76959723
0.7690002
0.8061114
0.7350857
0.77940327
0.7167966
0.6988669
0.7691488
0.72863865
0.7403743
0.72366524
0.744955
0.7217771
0.755139
0.7437274
0.7197756
0.72474456
0.8312143
0.75964105
0.72659564
0.7576064
0.7593093
0.87830836
0.77732307
0.7479862
0.8187219
0.9197493
0.79081494
0.8413774
0.7585059
0.7254879
0.66839814
0.6558886
0.7807275
0.72132564
0.7102797
0.695198
0.7095255
0.69844127
0.74793535
0.7929418
0.75386924
0.7638139
0.82772213
0.7238768
0.76190645
0.7743503
0.7343857
0.7527379
0.7565425
0.7534058
0.7994544
0.78191143
0.75618154
0.72079885
0.7388994
0.74124926
0.82127744
0.7943271
0.7782021
0.7304551
0.7738577
0.7304277
0.7079847
0.7723023
0.7564566
0.81667536
0.7083196
0.7584548
0.7620421
0.74792737
0.7443494
0.72156084
0.8185812
0.7411889
0.7209767
0.77991813
0.7194332
0.73671496
0.7249692
0.69133776
0.7345515
0.7193444
0.7497077
0.7456417
0.7477507
0.7747358
0.80973774
0.69531614
0.7038746
0.7234373
0.8415761
0.7853428
0.71679795
0.81662774
0.79821175
0.77466136
0.7518171
0.74803096
0.76371497
0.7577056
0.7540719
0.7225248
0.7325537
0.7425305
0.7569017
0.7405501
0.7428825
0.77213573
0.76583827
0.7260953
0.7617872
0.7869351
0.7521559
0.78105235
0.82004505
0.7627951
0.7622503
0.80642515
0.7791706
0.8036972
0.76487994
0.83039707
0.7319232
0.7625919
0.7705796
0.7820143
0.78171843
0.75142574
0.7528247
0.8127754
0.77331907
0.76474154
0.75337744
0.8083112
0.7604163
0.799904
0.76769096
0.7854553
0.810172
0.79141027
0.7662627
0.8029736
0.7954688
0.82562065
0.8329009
0.7676175
0.79587215
0.7864947
0.8488002
0.85026854
0.80682963
0.8305783
0.79316527
0.777232
0.7632499
0.7890106
0.81422836
0.80393064
0.80010194
0.73645407
0.77042097
0.7750613
0.8680117
0.7551996
0.7573239
0.7717014
0.739211
0.835505
0.74788225
0.7452258
0.8310125
0.78100264
0.7532298
0.7962743
0.7497361
0.8316735
0.8761519
0.8383923
0.8424515
0.808585
0.79380167
0.7807926
0.7782435
0.8195052
0.8260804
0.76660997
0.80999744
0.82505995
0.77133566
0.7716058
0.76560986
0.79528046
0.7469519
0.8228498
0.8168495
0.80101174
0.83299595
0.82129127
0.7437892
0.8738632
0.8500444
0.8130398
0.86652035
0.8977872
0.8125586
0.7881095
0.78441143
0.8781826
