upup-03.csv
0
0
0.62929153
0.8265279
0.84695625
0.7353308
0.82253456
0.8995219
0.57939893
0.61079764
0.76667887
0.8052508
0.74430627
0.7727813
0.650398
0.80609965
0.65214396
0.6974481
0.62553716
0.7493223
0.6385501
0.6338704
0.7379627
0.7241482
0.6593892
0.6841652
0.6695883
0.6709604
0.72826475
0.7047612
0.60552466
0.7289864
0.6964944
0.7402482
0.7837524
0.6100628
0.7034961
0.70072025
0.6886545
0.69918746
0.7453987
0.60646677
0.7815261
0.63867426
0.68476653
0.6725839
0.6408944
0.7195476
0.74204797
0.6537034
0.7466069
0.68848616
0.78159654
0.7023429
0.66780084
0.71652037
0.67494005
0.7212014
0.691635
0.79932344
0.6726768
0.73473763
0.6863335
0.679355
0.6771202
0.7049198
0.7199826
0.65167296
0.71641195
0.67938966
0.74976546
0.7243419
0.7367606
0.6512668
0.6821301
0.8071055
0.63712734
0.66553515
0.7111453
0.7190588
0.75202227
0.7617132
0.6795998
0.7676741
0.74401635
0.75337553
0.76650846
0.77731615
0.77458066
0.74937403
0.66795677
0.7875064
0.77144647
0.690993
0.77214164
0.7446787
0.76127726
0.73396856
0.7333937
0.7594671
0.7515821
0.7398906
0.74993455
0.7866021
0.7518408
0.776145
0.8035427
0.80375993
0.777241
0.81248295
0.7068399
0.7092995
0.7503396
0.75794953
0.7857285
0.7360405
0.7507709
0.7456896
0.70560056
0.72292054
0.76780504
0.7610501
0.79645973
0.8212057
0.824447
0.7742614
0.8218372
0.77878964
0.7459699
0.7759785
0.7535453
0.8068873
0.8295838
0.84842986
0.736851
0.73566717
0.77012
0.7518907
0.7017687
0.7523388
0.76841235
0.6918203
0.7683874
0.7581519
0.7661245
0.767645
0.7926191
0.8200307
0.7984194
0.7570195
0.7482463
0.76016784
0.7427585
0.72519606
0.7364452
0.73716575
0.8159827
0.7642296
0.7348154
0.71485674
0.80646753
0.87000245
0.72201824
0.78957117
0.81784004
0.790951
0.84203607
0.83783185
0.8230614
0.8556135
0.8219017
0.7940416
0.82788545
0.82289106
0.7834688
0.85619384
0.8315045
0.8249655
0.8678541
0.81753474
0.7944777
0.79117787
0.8353849
0.8365781
0.83510387
0.82432556
0.8250439
0.81293017
0.82045674
0.80570215
0.86300975
0.85960716
0.8162091
0.82066995
0.83238196
0.864726
0.8295539
0.85127676
0.8048207
0.8422882
0.8404895
0.8641886
0.81995535
0.83109677
0.84658366
0.8551493
0.8503175
0.80067825
0.83577347
0.8439542
0.8477727
0.8696624
0.8212644
0.8531549
0.8374188
0.86859083
0.85518926
0.8505878
0.8266542
0.8089074
0.8584507
0.8413905
0.8263156
0.82929105
0.8422911
0.83233666
0.839789
0.8465225
0.8639603
0.8407876
0.8574005
0.84815747
0.8439062
0.84202856
0.8115867
0.8583914
0.86394536
0.88683134
0.8227322
0.8731868
0.85477954
0.85398626
0.8431343
0.8577616
0.8379678
0.8595855
0.88698626
0.80200714
0.8327255
0.8000361
0.8730237
0.8334427
0.863228
0.85220873
0.834499
0.8698927
0.8500514
0.83722645
0.8378844
0.86796975
0.8637508
0.83618736
0.86315304
0.8860179
0.8700567
0.87285274
0.897419
0.88330406
0.803643
0.8500924
0.81402874
0.85950834
0.8184218
0.8372294
0.8107348
0.83402675
0.86305255
0.84028745
0.8624033
0.8526317
0.85300773
0.8264107
0.85138124
0.86868715
0.81308615
0.8552275
0.85748863
0.85484403
0.8440569
0.8555872
0.83446383
0.841665
0.83871186
0.8558365
0.8774375
0.84847814
0.8237965
0.8548643
0.8768492
0.84772474
0.85766196
0.8573961
0.846922
0.81317383
0.8385857
0.8271536
0.8339278
0.88758343
0.82696694
0.8708391
0.82674277
0.8614222
0.84344786
0.8642728
0.8472115
0.83980477
0.83484244
0.84433764
0.8359417
0.8276545
0.8593165
0.867278
0.83170134
0.8726521
0.88671243
0.8791376
0.857327
0.8582153
0.86883086
0.877962
0.83660173
0.8624758
0.8467017
0.87844527
0.8107114
0.8326373
0.8004756
0.8321473
0.8027572
0.84880143
0.8222088
0.85273135
0.8209497
0.83841753
0.83859783
0.8590195
0.8682569
0.8577606
0.8646522
0.88481563
0.8194088
0.8480244
0.8549569
0.85782766
0.8715256
0.8763165
0.8702442
0.84548837
0.8737707
0.8672612
0.8496228
0.8716155
0.8599694
0.8581797
0.8803293
0.87535703
0.8811057
0.86352855
0.8341868
