upuu-03.csv
0
0
0.6560985
0.8768167
0.61462873
0.67861223
0.7988007
0.84182084
0.76144093
0.8364319
0.61527854
0.7139419
0.70548624
0.76087594
0.826644
0.49962148
0.7373072
0.6582201
0.8044986
1.0122216
0.7275107
0.69999087
0.5711966
0.740951
0.6532115
0.80130786
0.67530024
0.68817365
1.04632
0.84192073
0.58686954
0.6873699
0.6907511
0.74621886
0.68895906
0.64159316
0.68371916
0.59168726
0.6623454
0.76316607
0.66051024
0.6585448
0.60203546
0.5873569
0.64098746
0.64319617
0.6876651
0.74503106
0.73097944
0.6541598
0.5937065
0.7216125
0.6976586
0.5697313
0.7685675
0.63035685
0.70126384
0.6780032
0.70821846
0.675608
0.9013534
0.64745367
0.7323197
0.6442701
0.734442
0.55022657
0.57883316
0.58307534
0.7042391
0.7337504
0.5315324
0.6874305
0.676757
0.5824093
0.7013692
0.8285136
0.60880905
0.70262307
0.5666311
0.75213957
0.5869499
0.67481816
0.67194176
0.6107434
0.64797974
0.81921256
0.6501127
0.76729393
0.82457423
0.5847562
0.6816595
0.7683379
0.79191285
0.67550915
0.6361243
0.630708
0.8656893
0.6031825
0.6952464
0.69871557
0.70744175
0.71982306
0.6587466
0.7669881
0.6517059
0.74872917
0.7219306
0.80491436
0.60749114
0.6861765
0.6889973
0.60814553
0.6989963
0.69145924
0.77352023
0.7659377
0.7433331
0.7776389
0.58318734
0.61802024
0.56694406
0.5654834
0.66242874
0.6327049
0.62530637
0.7450676
0.5588623
0.6524127
0.74183583
0.6240019
0.76862615
0.66646767
0.7419451
0.64820474
0.7130374
0.71561766
0.77352613
0.59659064
0.6274478
0.58309126
0.69163096
0.69134355
0.81363195
0.6090097
0.625275
0.6940625
0.72436744
0.7995967
0.7490596
0.62812954
0.6465624
0.5818971
0.61749274
0.6981003
0.6714014
0.6645274
0.5294272
0.5753917
0.7671513
0.6679082
0.7290197
0.63824207
0.7434955
0.68228084
0.69414026
0.6459433
0.60921776
0.75524014
0.6924442
0.7320687
0.6031921
0.7171496
0.617096
0.72224796
0.63016254
0.5723049
0.64600873
0.7248134
0.70484823
0.65597004
0.66148305
0.66253304
0.6617974
0.64227283
0.6456508
0.60502434
0.7431959
0.6190091
0.6507912
0.6255557
0.66928965
0.7106006
0.6208405
0.62468463
0.6378198
0.6849776
0.70511276
0.7771084
0.7246029
0.7352417
0.69961625
0.6334087
0.70537275
0.62260693
0.5979573
0.6099922
0.7116709
0.6216323
0.6819053
0.6527498
0.75506645
0.6337785
0.63097775
0.652641
0.6569996
0.6996562
0.6873725
0.66827875
0.73601174
0.6109938
0.6446537
0.56470406
0.6545517
0.6136334
0.68729836
0.67522705
0.7261797
0.63472164
0.6608327
0.6058895
0.6660475
0.6552857
0.67858654
0.63829905
0.6232968
0.6415644
0.6266795
0.5983389
0.62945604
0.6372879
0.61524224
0.7014584
0.61013937
0.6258041
0.64525056
0.6021625
0.69828993
0.66952807
0.7522647
0.69524896
0.6438243
0.6348819
0.64390635
0.7248271
0.6899941
0.61622363
0.70579374
0.68273956
0.63344795
0.6669317
0.69357204
0.7117111
0.71903026
0.7165473
0.62334216
0.6159946
0.64824706
0.70785165
0.7176278
0.6611118
0.71962285
0.70488846
0.6989414
0.6846033
0.7287382
0.70717996
0.68947715
0.73482716
0.68178135
0.7026393
0.6935994
0.7554361
0.6378836
0.6738525
0.6780498
0.6618272
0.72404575
0.63850576
0.6744243
0.65668386
0.68303764
0.6257527
0.67032903
0.6683167
0.648411
0.7540644
0.70486414
0.69942725
0.6850958
0.6946662
0.67354363
0.7386897
0.7018623
0.67660046
0.69430643
0.68370324
0.6922373
0.6638451
0.7097871
0.72086704
0.6923372
0.7078844
0.71488094
0.6693109
0.7189614
0.8027964
0.70161384
0.7548356
0.7180177
0.7049159
0.7456569
0.72715044
0.7230881
0.7325009
0.7391046
0.77796066
0.6777783
0.7164504
0.68879354
0.7276544
0.7340646
0.722175
0.7314413
0.6763177
0.72739005
0.7042327
0.69800514
0.7269288
0.7055885
0.62315303
0.684035
0.678938
0.7162253
0.7380835
0.7544178
0.7239606
0.7209647
0.72555786
0.73600256
0.7156108
0.7646599
0.78012705
0.77577096
0.68129253
0.71431786
0.6946056
0.65604764
0.72532356
0.7486995
0.6872067
0.78095776
0.7276303
0.6981762
0.7694151
0.7112865
0.69773257
0.65620357
