pupp-02.csv
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.74571264
0.69107497
0.7253549
0.84995943
0.86168784
0.7869282
0.7858001
0.76673704
0.88888526
0.8217449
0.8890369
0.9186563
0.9152614
0.6962273
0.78717315
0.7748168
0.9054591
0.6507962
0.9782207
0.7635766
0.99993867
0.6581736
0.60291445
0.5999625
0.6704363
0.6789406
0.9249813
1.0381444
0.8904412
0.68291396
0.7083368
0.7503312
0.68299186
0.63677245
0.6708655
0.66487694
0.70158523
0.711758
0.69260204
0.8030307
0.72906834
0.7351048
0.6914686
0.8015103
0.7256046
0.8955133
0.7682919
0.80520403
1.0853343
0.73977584
0.648433
0.8134034
0.6882297
0.765498
0.77436674
0.81621975
0.7478715
0.801801
0.8326969
0.8398913
0.7715281
0.6951017
0.87322617
0.6614752
0.64305097
0.5855781
0.62765706
0.7173283
0.64548784
0.72356296
0.7735419
0.66513366
0.7578761
0.7515084
0.74808025
0.79116297
0.73668927
0.78704584
0.7160703
1.0264798
0.93514204
0.8263342
0.81003904
0.72347057
0.8337857
0.7345741
0.8412547
0.685928
0.8363089
0.7106311
0.652494
0.7154966
0.6525676
0.6829796
0.7710052
0.7163745
0.8277366
0.77424824
0.7704994
0.7175954
0.7094495
0.74169225
0.80188924
0.6676478
0.74427456
0.6979829
0.7676868
0.7493818
0.75977886
0.8233742
0.7887604
0.8778537
0.89994764
0.84649855
1.0361513
1.0066943
0.8189516
0.8159579
1.0297071
0.82790977
0.8571727
0.7993202
0.8432525
0.7330311
0.6969294
0.8333791
0.77538055
0.77600306
0.7163362
0.96831405
0.7763524
0.8059908
0.69486845
0.7147725
0.73549485
0.77067375
0.75438297
0.8310202
0.82981676
0.77308816
0.79995155
0.7565009
0.7861541
0.75461906
0.72523934
0.7976871
0.78904694
0.80002743
0.7322405
0.76639634
0.7395078
0.7741666
0.79953605
0.792451
0.8154727
0.8087216
0.8044913
0.85288703
0.8783241
0.87359476
0.9072324
0.8800065
0.9256413
0.911855
0.89463073
0.88017225
0.8906442
1.0215362
0.95550644
0.91201997
0.86452764
0.8539008
0.89846694
0.90669847
0.9444631
0.95348233
0.9485499
0.9122001
0.9315062
0.9175671
0.9234775
0.96928686
0.99590755
0.9902598
0.96394205
0.9279161
0.9291902
0.930223
0.9347765
0.93312126
0.929033
0.9305913
0.88904583
0.91807014
0.93154883
0.94280547
0.93141764
0.9363223
0.8816395
0.8959272
0.9286382
0.9117506
0.88891816
1.0174445
0.9595283
0.89416367
0.93060964
0.9100285
0.9151113
0.9077256
0.9271432
0.88867736
0.8919802
0.91622794
0.90665656
0.93239826
0.9409152
0.8844143
0.9169614
0.93461215
0.9300734
0.8920128
0.9057364
0.91518545
0.8849905
0.88881046
0.94317514
0.8935336
0.97178906
0.95626324
0.9867939
0.94121623
1.0045881
0.8995087
0.91968215
0.87634224
0.99800444
0.9827414
0.9586878
0.976164
0.9813774
0.9486557
0.9151927
0.91462094
0.8968993
0.8756911
0.9342775
0.9362582
0.96748203
0.9388971
0.94995016
0.9438599
0.94225734
0.97347945
1.0023007
0.92246413
0.96811634
1.0246557
0.97247386
0.9329097
0.9276632
1.0199456
0.98718554
0.9580484
1.0854121
0.9718762
1.0057657
1.0084587
0.9608247
0.95155543
0.9136356
0.88504624
0.8920686
1.0064204
1.0292622
1.0229492
1.0024288
0.93470246
0.9238199
0.99452084
0.9131737
0.90935767
0.9506133
0.92338216
0.9759462
0.9292194
0.99694455
0.99330384
0.95384526
0.9463329
1.0077044
0.9827739
0.9568037
0.9802082
0.97277015
0.9734932
0.927535
0.91919994
0.9988618
0.9492515
0.88708204
0.96752274
0.9034284
0.9730002
0.9930179
0.9659015
0.9627173
1.0142967
0.96497315
0.9962011
0.98597133
0.9703751
0.99418193
1.0150251
1.0376905
1.0233936
0.98514056
0.93736523
0.96054167
0.93889076
1.0355382
1.0098652
0.99290746
1.0590868
1.014087
0.9721386
1.0100174
0.94776535
1.020922
0.95078063
1.0084075
0.97956485
1.0019877
1.0833685
0.96171564
0.9751447
0.9963836
0.98108685
1.0354564
1.0224758
1.0086106
1.0237546
1.0466968
1.1376342
1.0490507
1.0050944
1.0686244
1.0597703
0.9884355
1.0335039
1.0157102
0.9626109
1.0337996
1.0214982
1.0059935
0.96180475
0.97473526
1.0617622
0.9796951
1.0813944
1.015519
