pppu-04.csv
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.6973777
0.5676753
0.46832138
0.6500043
0.5778106
0.74384105
0.5492685
0.6911221
0.6584674
0.58112806
0.757519
0.57603735
0.6934175
0.6367429
0.62934935
0.7026791
0.808215
0.39303908
0.599561
0.5859992
0.63008755
0.72288334
0.6764528
0.5735657
0.6867322
0.56090206
0.6460634
0.64933586
0.583995
0.665121
0.5732932
0.6550728
0.6423837
0.68709576
0.5959993
0.6706824
0.68304855
0.62268436
0.67428297
0.66471034
0.6664496
0.64914894
0.6759285
0.63338757
0.66995966
0.5990436
0.57425576
0.6721132
0.556325
0.6668286
0.5959642
0.62995553
0.7235415
0.6496732
0.6697161
0.70204175
0.658402
0.7302279
0.7969393
0.64217275
0.7166579
0.681486
0.642437
0.68412495
0.7206367
0.67317075
0.73897326
0.6857839
0.63617235
0.6306079
0.5951636
0.63471246
0.68642086
0.63729477
0.67307824
0.64023876
0.71352804
0.6614187
0.6946968
0.6503051
0.7685483
0.79019976
0.7781224
0.6853929
0.6420881
0.6249238
0.6700785
0.6588948
0.6732525
0.6270344
0.6400199
0.67826355
0.6265036
0.62564266
0.64125526
0.66463405
0.60594267
0.6851428
0.64776284
0.6538113
0.6214929
0.64676774
0.64237046
0.7147378
0.5811962
0.6095722
0.6260434
0.6726052
0.6026033
0.7018509
0.6248496
0.6190461
0.560313
0.6281267
0.637125
0.6230356
0.58576334
0.7250864
0.6895498
0.6705222
0.69912463
0.70290315
0.6725091
0.70068544
0.6933038
0.7507006
0.69308835
0.6500678
0.6581021
0.6598895
0.65645534
0.6439379
0.6027023
0.6706655
0.7147828
0.6657747
0.63926965
0.6574776
0.68811
0.6458709
0.6444476
0.69341433
0.6561143
0.66552794
0.68715256
0.6705373
0.6946306
0.72785413
0.73750705
0.7003133
0.71869975
0.72239363
0.7240414
0.75425905
0.73697096
0.74126744
0.7369642
0.7372697
0.760762
0.7479736
0.7602686
0.7688929
0.7760725
0.79730546
0.75896686
0.81579614
0.69734603
0.67219174
0.68830645
0.6686057
0.71467304
0.65664583
0.6675354
0.67871326
0.7135286
0.675217
0.6735466
0.7122248
0.65569955
0.6990963
0.66156954
0.6901592
0.713985
0.6703888
0.6823744
0.7143528
0.7034724
0.696575
0.702783
0.7085668
0.70889944
0.69660825
0.7109519
0.71884394
0.7449675
0.7197387
0.7312832
0.6962249
0.72407037
0.7626778
0.75208336
0.7281723
0.7716409
0.7427655
0.7172438
0.7401718
0.7267071
0.7249341
0.7547827
0.73769736
0.7625456
0.7357294
0.7589736
0.74513775
0.76771206
0.75377834
0.7207159
0.7017234
0.68474674
0.6913325
0.7006837
0.7267385
0.68020177
0.72870296
0.70094466
0.7211165
0.73705167
0.6950198
0.75341564
0.71094686
0.7190154
0.75979835
0.72522503
0.74280626
0.7689418
0.7393627
0.76020837
0.7369217
0.7408162
0.7809669
0.75813454
0.7966513
0.7855965
0.69252527
0.69878066
0.6934767
0.72672725
0.73510236
0.7463182
0.7234864
0.7052209
0.7366008
0.7248595
0.7124463
0.69700533
0.7406341
0.7510291
0.7474627
0.72843647
0.7489512
0.7484946
0.7323047
0.7754188
0.75007087
0.72200054
0.7883954
0.7318937
0.74821293
0.75064427
0.76088184
0.73545045
0.7282926
0.7387861
0.72931975
0.72754246
0.73700565
0.7291817
0.7785372
0.71269464
0.72744906
0.76237255
0.7154263
0.7354168
0.72510225
0.7370981
0.7512947
0.73649997
0.7637272
0.7614023
0.7787774
0.7906626
0.7571775
0.7715507
0.7573538
0.7836466
0.7823319
0.7418774
0.7779849
0.8024787
0.7807916
0.7807449
0.7875447
0.7053539
0.72623944
0.72961664
0.74843335
0.7254948
0.72802925
0.7504131
0.73528373
0.71575075
0.7093607
0.69852227
0.736705
0.68738455
0.71216184
0.73598504
0.69891894
0.7025864
0.6876606
0.73398554
0.6943404
0.67620647
0.7396466
0.72551626
0.7551381
0.6924735
0.69553345
0.6967085
0.7331422
0.68003076
0.70087886
0.76172525
0.732814
0.72272784
0.7414414
0.79127514
0.749438
0.7811474
0.7454331
0.77691406
0.77057856
0.76857334
0.78580624
0.738488
0.7496095
0.7133813
0.7337889
0.7198394
0.74664736
0.736984
0.7713417
0.76759136
0.7707736
0.7172716
0.72651803
0.7506382
0.7095894
0.73056966
0.7318721
0.73230505
0.72400934
0.74560845
