ppup-01.csv
0
0
0
0
0
0
0.5450834
0.60705197
0.846492
0.5670558
0.84792405
1.0298467
0.7635471
0.7535409
0.6618661
0.7214731
0.6619678
0.71085954
0.7873337
0.75326395
0.68882596
0.7727287
0.51686496
0.45549524
0.60162085
0.6671616
0.6281654
0.47121048
0.7191758
0.47699013
0.6021376
0.66350216
0.6348179
0.70726424
0.6019121
0.6411812
0.6227781
0.64986044
0.62908053
0.6067942
0.65043586
0.75166214
0.6181894
0.6465712
0.6720304
0.73105866
0.7545129
0.83379316
0.6897801
0.6242343
0.67260444
0.63049656
0.7368925
0.6949292
0.6706789
0.6176115
0.6404336
0.63305074
0.6643067
0.6069628
0.5826511
0.6067764
0.6511394
0.5918536
0.60411614
0.7183505
0.63678044
0.6242811
0.6340228
0.737289
0.63099444
0.5680653
0.6351744
0.6415756
0.81674904
0.68493927
0.6418304
0.6760375
0.64722896
0.61428523
0.6332054
0.6425372
0.6709021
0.71386695
0.7747765
0.60267
0.6436562
0.661178
0.67571807
0.70386356
0.6539579
0.70695764
0.63701606
0.6593793
0.65180486
0.70582056
0.6959816
0.58756584
0.6516919
0.7209016
0.67227393
0.7129628
0.6838569
0.63524044
0.66423696
0.62034357
0.69045377
0.6732653
0.81148976
0.73004
0.66821426
0.60602546
0.73281395
0.65041995
0.6441635
0.6306253
0.6363295
0.59374183
0.6179769
0.62608665
0.65874654
0.6761804
0.6082281
0.6761929
0.6301451
0.6447806
0.8222797
0.670958
0.653164
0.7622489
0.6857968
0.6885131
0.70346737
0.64331895
0.66979176
0.6240113
0.657557
0.6676136
0.68093026
0.64150745
0.69487506
0.6772358
0.72170204
0.67305267
0.70256406
0.64396244
0.66893595
0.67329305
0.6974298
0.69850427
0.67681813
0.680273
0.6805916
0.711287
0.6501956
0.7070729
0.7055117
0.6942581
0.689447
0.7207906
0.6968791
0.7676293
0.78611326
0.71544355
0.6963439
0.71878207
0.7075971
0.70380044
0.6979139
0.66068894
0.67147535
0.77292633
0.70565146
0.6927877
0.69439614
0.72623396
0.621784
0.6605442
0.64843273
0.6908082
0.68146074
0.70149004
0.6902432
0.6761127
0.76788664
0.6632962
0.6757371
0.710022
0.6922659
0.757795
0.73337466
0.7029552
0.69621956
0.6667569
0.63080746
0.70929754
0.70961815
0.6977544
0.7115021
0.7295473
0.7433049
0.73525035
0.6419146
0.70396286
0.6729432
0.71335816
0.70360947
0.82957804
0.7284415
0.71227485
0.73987204
0.70401186
0.7392868
0.81947446
0.77704203
0.7461204
0.7499143
0.7252793
0.7014447
0.7508791
0.6964358
0.7076838
0.7161066
0.69269806
0.679609
0.64231193
0.7423985
0.68750834
0.6871761
0.67168283
0.67648447
0.6789799
0.6680154
0.62249726
0.6637253
0.6117279
0.703344
0.6620957
0.6262056
0.67812496
0.65123975
0.6437047
0.64934254
0.74948
0.68523383
0.6659177
0.7207225
0.67380315
0.6367509
0.7559932
0.6917619
0.7257751
0.66374063
0.6880752
0.69399476
0.6941882
0.7028386
0.6689911
0.72136194
0.71221364
0.7244762
0.72729075
0.6749855
0.72188264
0.7020653
0.73231554
0.69806665
0.7129853
0.71231216
0.6923287
0.7059769
0.7442023
0.73606366
0.720403
0.71828383
0.68040013
0.69586295
0.75766265
0.67654455
0.7161066
0.66312486
0.67152894
0.6746444
0.6871474
0.7134091
0.73923105
0.6890491
0.7603541
0.7342204
0.69803137
0.6969089
0.70338076
0.71716905
0.66742283
0.68785906
0.7852381
0.65900475
0.6647898
0.7398104
0.7062284
0.72797143
0.72680336
0.73090714
0.7114515
0.7453776
0.7304164
0.7376019
0.7301423
0.751867
0.7765763
0.751017
0.7585445
0.74236137
0.7588522
0.76231456
0.7791881
0.72630954
0.7413398
0.74630356
0.7696274
0.73742217
0.74975556
0.78408617
0.75544864
0.76623094
0.7268809
0.7752533
0.75026566
0.7873545
0.775061
0.72422403
0.6803457
0.6886553
0.6723659
0.69003814
0.6727168
0.6903624
0.7102555
0.73685586
0.75424
0.6928329
0.66860515
0.70232415
0.6738971
0.70033455
0.71347785
0.76209474
0.7028353
0.6353058
0.7223135
0.68252414
0.7335071
0.70266587
0.7161389
0.6721256
0.7305548
0.68159646
0.713791
0.706948
0.6837242
0.6868489
0.7471525
0.695371
0.72140634
0.7724284
0.6958089
0.70825595
0.7120747
0.6930014
0.73016334
0.7389694
0.75512964
