uppu-03.csv
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0
0.7447921
0.6337428
0.6754934
0.7544706
0.43127286
0.73043513
0.6386214
0.6353905
0.7586849
0.5279702
0.63449967
0.68386877
0.60971904
0.894832
0.6587479
0.6533696
0.6408327
0.7373905
0.6580291
0.6991763
0.6197619
0.56748056
0.70723355
0.76282203
0.4694977
0.63010037
0.6078521
0.7720755
0.63969356
0.9374963
0.65163857
0.66786927
0.61771226
0.53836006
0.67945004
0.64017075
0.592522
0.7390243
0.6047642
0.6358601
0.73283243
0.6887908
0.62530017
0.6789355
0.6650245
0.69646245
0.6125223
0.72375953
0.73130685
0.6300479
0.7482171
0.5997276
0.71810687
0.8688747
0.7193862
0.59899664
0.6921581
0.89389616
0.71044
0.69434655
0.6540876
0.7037713
0.6455415
0.70045996
0.6140417
0.7135654
0.74609715
0.73917705
0.6782787
0.7419258
0.69975144
0.7564561
0.5887731
0.69344175
0.7223579
0.6040868
0.66462785
0.64846677
0.6637501
0.5544748
0.656246
0.6052532
0.6346648
0.6515352
0.56391776
0.60269684
0.644723
0.78142136
0.6403258
0.6048358
0.663195
0.7370916
0.6507452
0.6223681
0.6660361
0.64179224
0.7441108
0.68397284
0.6582757
0.70090353
0.63844013
0.6801629
0.86216635
0.7148488
0.6810872
0.70474297
0.694131
0.547474
0.6461702
0.6330758
0.8111955
0.7788157
0.66387266
0.6080975
0.679194
0.7012067
0.60193765
0.6487692
0.6936654
0.6045251
0.6138893
0.56587386
0.6125955
0.7206131
0.59072214
0.61548877
0.66084576
0.7440375
0.67736155
0.59718937
0.6327139
0.8169557
0.69964516
0.6420676
0.65023226
0.75717413
0.8286637
0.6475862
0.82348114
0.6622555
0.68694264
0.7224986
0.6183293
0.688005
0.7116147
0.7403915
0.7289688
0.6792635
0.7582149
0.742734
0.63631654
0.6969691
0.71741635
0.6205562
0.7846167
0.68006784
0.7634701
0.67318606
0.66194195
0.69078046
0.66430676
0.6785605
0.73206395
0.5948232
0.6203975
0.61611074
0.6193905
0.7298915
0.6889949
0.5590406
0.90006584
0.56156385
0.678921
0.6181847
0.61035156
0.796056
0.702903
0.6506642
0.70191026
0.57409656
0.6665937
0.7675999
0.698306
0.68415606
0.6886124
0.64842844
0.66049194
0.7839972
0.7611685
0.65847284
0.7228829
0.76291907
0.7088525
0.75527143
0.651141
0.6046637
0.60665387
0.6261354
0.6531752
0.6715817
0.65042067
0.70820564
0.6884877
0.7562619
0.6455412
0.69829744
0.69001776
0.6615691
0.67485785
0.63478625
0.7373689
0.65629375
0.65866053
0.6530076
0.5820576
0.64664143
0.60161066
0.71036214
0.61123925
0.660458
0.6733007
0.6381386
0.62853104
0.7653263
0.65011686
0.7548353
0.73495877
0.7150758
0.6433617
0.6348849
0.6766016
0.6438416
0.6303643
0.6365594
0.64573115
0.54662126
0.66732615
0.67600316
0.7393936
0.6396411
0.7025574
0.66263425
0.6775774
0.6695042
0.6631228
0.67609745
0.6553362
0.7030517
0.78827405
0.6669333
0.65696585
0.6771865
0.66043025
0.6821042
0.60890484
0.61465245
0.67968094
0.66628397
0.6956366
0.63448846
0.6404008
0.65309995
0.64960575
0.69393873
0.6801552
0.7071329
0.6788949
0.6844525
0.6167907
0.63854396
0.7480103
0.69639754
0.61334336
0.71184033
0.682847
0.6036987
0.6371392
0.6093722
0.64872456
0.66491985
0.6327083
0.66961247
0.62697107
0.6933625
0.6384216
0.74616224
0.8046998
0.72915053
0.6956855
0.6556164
0.73547804
0.6124974
0.68874335
0.7133564
0.6492096
0.7322357
0.7534543
0.81780523
0.7240462
0.6851338
0.7113489
0.73086643
0.7425986
0.7083659
0.7272982
0.6656264
0.6715342
0.71351475
0.7388774
0.70261174
0.72670484
0.64194757
0.69518906
0.67456275
0.72411656
0.74814963
0.67181474
0.662828
0.7076312
0.7150654
0.6771708
0.7198836
0.8518215
0.6783643
0.75445616
0.6835872
0.67665356
0.6669691
0.72178864
0.66664827
0.5795149
0.61997443
0.6920669
0.6110504
0.60896504
0.65553737
0.622339
0.69196
0.6187381
0.571057
0.68669444
0.6492012
0.62777984
0.6017995
0.59568024
0.61918676
0.61061573
0.625604
0.6060431
0.5669207
0.6589789
0.79782
0.5813452
0.72937256
0.7549822
0.7293513
0.72780955
0.6587756
0.660423
