puup-01.csv
0
1.0944649
0.75794953
0.78847533
0.777916
1.1717709
0.8065154
0.69755375
0.9079275
0.7608317
0.9503182
0.6898209
0.7618469
0.62294805
0.71999484
0.81869984
0.7753274
0.86105734
0.61843437
0.6906484
0.56271416
0.87928414
0.6740191
0.81310785
0.65144694
0.7585778
0.7572142
0.7561198
0.6734459
0.762649
0.7503984
0.5576981
0.7153036
0.71851593
0.7981909
0.768839
0.77401686
0.87084854
0.711497
0.70343447
0.73238575
0.7010091
0.7345131
0.6491679
0.70197946
0.69040745
0.58364606
0.70012945
0.651482
0.74746346
0.7358264
0.6334524
0.64761484
0.7349963
0.68217736
0.6822647
0.81811607
0.8958177
0.62041605
0.69763446
0.7288202
0.81010085
0.7528885
0.7002953
0.6965783
0.8119793
0.7268636
0.6431175
0.6427609
0.71970314
0.7796673
0.7111414
0.8419696
0.6964122
0.7211539
0.7062563
0.7253784
0.7280625
0.728455
0.7073712
0.7483034
0.7706246
0.75028944
0.738628
0.7462531
0.78929466
0.77039725
0.9795857
0.90671146
0.8007448
0.7713597
0.7475175
0.841072
0.9476745
0.704927
0.77933896
0.7854746
0.776387
0.7433453
0.70755994
0.7629115
0.7403912
0.7738235
0.8076038
0.7606452
0.76651436
0.7287725
0.71423054
0.7359421
0.74747115
0.781833
0.78737915
0.83426815
0.8023563
0.81217116
0.7769337
0.75575304
0.75784725
0.73408014
0.74015075
0.75040656
0.8254916
0.7588207
0.7434736
0.7838676
0.73925686
0.74651074
0.7183782
0.7774864
0.7433009
0.76150745
0.80694413
0.74372476
0.75951385
0.8890484
0.79227805
0.85966146
0.79775923
0.8347925
0.77572405
0.84659123
0.82019466
0.7280095
0.9948285
1.1121475
0.77314055
0.78446203
0.76299375
0.7940524
0.7190901
0.8343964
0.7336245
0.7111605
0.65483594
0.6661847
0.6515592
0.7570989
0.7764146
0.7434718
0.60970867
0.77214855
0.6431403
0.6807945
0.65545243
0.83371454
0.65810204
0.87601805
0.6556873
0.6455273
0.64868486
0.7774682
0.70437074
0.70513666
0.78591084
0.6391728
0.66563785
0.67943186
0.70430225
0.7352717
0.73148197
0.6900161
0.70045835
0.66213596
0.7462245
0.6624048
0.68028927
0.60183424
0.74673396
0.6622937
0.7381493
0.6331322
0.82379496
0.6386315
0.7782699
0.6883472
0.66554976
0.7980434
0.6761764
0.83528805
0.7195616
0.81488913
0.7652751
0.7272066
0.78625846
0.6595066
0.6715271
0.7455138
0.72993946
0.7764715
0.7762529
0.8279711
0.9458525
0.82786566
0.9685716
0.8849317
0.9991516
0.8276064
0.72855824
0.7459885
0.72063243
0.82666904
0.76317686
0.773749
0.7424539
0.7382017
0.79225993
0.8112146
0.8390269
0.72843295
0.73050606
0.8042878
0.74108505
0.90859157
0.80754656
0.91165257
0.82192874
0.8169394
0.81228364
0.92402154
0.7601082
1.0875516
0.9108003
0.9879029
0.8157231
0.82277465
0.795621
0.7341927
0.75302225
0.7179822
0.8226278
0.74281585
0.7921331
0.747163
0.7773821
0.76205415
0.7890374
0.6899921
0.7480998
0.6932146
0.6942043
0.7413279
0.6761722
0.73306817
0.6306326
0.6476952
0.80284965
0.6814408
0.7397492
0.69657683
0.7165096
0.72990257
0.6492588
0.82116926
0.70538664
0.78701305
0.70689225
0.65502554
0.6590724
0.7484038
0.82956254
0.7343353
0.805733
0.6866591
0.68576586
0.72239894
0.7583535
0.7790261
0.7666495
0.7456854
0.70049316
0.7647584
0.87644273
0.859977
0.7857119
0.9107622
0.81367576
0.7701216
0.785885
0.8816795
0.8298696
0.8784453
0.9950979
0.86047184
1.0657539
0.9073245
0.99823105
0.94922656
0.87246066
0.910242
0.8231275
0.84054935
0.9955713
0.9909716
0.813174
0.8798865
0.79325056
0.79350084
0.8597083
0.92062646
0.8887536
0.8355296
0.953487
0.7665408
0.75084305
0.9452664
0.8546252
0.85668486
0.8345958
0.895571
0.8730302
0.81014806
0.8192127
0.93675447
0.932618
0.97848797
0.87380254
0.9763269
0.72609746
0.81059414
0.7896864
0.72560704
0.83240485
0.76159286
0.7408513
0.7822776
0.8498504
0.79478115
0.8223541
0.73128474
0.75241077
0.78999734
0.93653685
0.7250597
0.7481522
0.8050252
0.84973997
0.8605144
0.9026603
0.9234522
0.84915537
0.8328352
0.9387096
0.81077427
0.8104211
0.8603197
0.764074
0.8051176
0.8105262
0.8611713
0.8640277
0.82626444
0.8454231
0.8848639
0.870883
0.86119413
0.9413767
0.866565
0.9491359
0.94154733
1.0069816
0.9901836
0.96455544
0.95756394
0.9453053
0.9140259
0.9925226
0.9589052
0.9558025
0.9632434
1.0122967
0.8767596
1.0301872
0.8979385
0.8755288
0.87551033
0.8878311
0.9512882
0.9120268
0.9418331
0.9998837
0.9189971
0.95374966
0.9162539
0.8384173
0.830943
0.9976053
0.8448756
0.84910685
0.8400772
0.9069164
0.84871805
0.8498522
0.85224706
0.7990269
0.8651209
0.81556726
0.797977
0.7458037
0.8391305
0.8072728
0.8722319
0.80991817
0.92168784
1.1276422
1.1052322
0.9108451
0.9329695
1.0023401
0.9068036
0.8884247
0.9634154
0.9752344
0.9672039
0.8814192
0.85945714
0.9741461
0.9543532
0.93073404
0.9668425
1.0488799
0.96062285
0.9423788
0.9568593
1.0092691
0.929533
0.8606352
0.9866671
0.9734571
0.9242964
0.9244075
0.91649705
0.9341616
1.0737636
1.1119921
1.0192263
0.9913105
0.909512
0.9664668
0.96651393
0.93921435
0.9382903
0.8479637
0.82013357
0.89928573
0.87305504
0.88054603
0.9814564
0.9150585
0.9112053
0.8577506
0.94997853
0.9651326
0.9072433
0.8819633
0.91410524
0.8854962
0.99251217
0.94952345
0.89899033
1.0574223
0.94365484
1.0414408
0.97173864
0.9284928
0.96676
0.9212978
0.97525895
1.0718935
0.99686766
0.9870981
1.0104387
0.90404457
0.96294814
0.82299054
0.93754804
0.9871307
0.91266817
0.938436
0.9746294
0.96666753
0.90091133
0.9079782
0.96026313
0.958618
0.8316647
0.9051226
0.8957805
0.9540013
0.92860615
0.90503573
0.8907413
1.0019374
0.94001454
0.95357585
0.93276614
0.9457672
0.8872939
0.8767787
1.0348575
1.012079
1.0045956
1.0567193
1.0362464
0.974153
0.991424
0.9488372
0.99264205
0.9950981
1.0462916
1.0310682
1.1137952
0.97071946
0.8887432
0.97010386
0.92033255
0.9202787
0.95046693
1.0842004
1.0077207
1.0503268
1.0995177
1.2052915
0.98559296
1.009599
0.93792415
1.0902694
1.0200961
1.0579851
1.0449933
1.027552
1.0021726
1.0433754
1.1036185
1.0775737
1.0531024
1.1385115
1.0188324
1.0574951
1.0063417
0.97730505
1.079795
1.0411723
0.9903461
0.99458593
0.948856
1.046492
0.9786129
0.8831596
0.97401613
1.200678
1.0560482
1.0884286
1.0434166
0.98521656
1.0546523
1.0249213
0.9112957
0.9808133
1.0225161
0.9872212
1.0973508
1.0245441
0.9272047
1.1715368
1.0304227
1.0860443
1.0372393
0.99838173
1.0052377
0.9921727
1.0088366
1.025577
0.98212016
0.81833136
0.88751334
0.9422149
0.84915733
0.98845226
1.0475582
1.0611613
1.058978
1.1102059
0.96096945
1.019823
0.96931833
0.83334094
0.8847341
