pupu-02.csv
0
0
0
0
0
0
0
0.7869303
0.90400004
0.5345342
0.6178931
0.645035
0.668403
0.68257457
0.90644115
1.1893903
0.71655256
0.6559764
0.7572358
0.6629902
1.1642221
0.88687706
0.831481
0.79781616
0.67254
0.78523535
0.7369279
0.71154916
0.68642956
0.82186055
1.1956844
0.6826253
0.6250945
0.86944985
0.71725667
0.75966525
0.7279433
0.77106696
0.773
0.7320718
0.8304045
0.85517097
0.78711575
0.79993343
0.80159104
0.80208457
0.82480997
0.84451056
0.8528107
0.7084877
0.65654224
0.73460215
0.648487
0.6279348
0.848892
0.6672489
0.65303963
0.66386527
0.6369844
0.88522124
0.60049176
0.7019349
0.77637964
0.8093078
0.72627056
0.69690317
0.8685069
0.69841325
0.6918423
0.67622733
0.6794107
0.65702766
0.75277525
0.6618246
0.698367
0.8431719
0.77903146
0.6698279
0.81248087
0.70640475
0.70175093
0.6614917
0.81346416
0.8026194
0.82022935
0.7240273
0.77756053
0.8466255
0.8736131
0.738432
0.8177989
0.76242596
0.90966046
0.8187763
0.8202434
0.8397652
0.78572035
0.7433492
0.7368023
0.7470586
0.7995293
0.777596
0.76654094
0.72739255
0.7301826
0.7387852
0.67948157
0.7661928
0.74444836
0.6570672
0.7231895
0.6813881
0.7274297
0.73216814
0.6592642
0.65041435
0.6423581
0.7320227
0.79548705
0.73791945
0.7042459
0.9637083
0.77246326
0.77664006
0.96088535
0.8695065
0.85814404
0.81231946
0.88081974
0.8767897
0.933293
0.89920455
0.8252107
0.7793051
0.9838905
0.8600442
0.85137355
0.83783823
0.90042394
0.9233409
0.8152034
0.7964903
0.8542076
0.9332373
0.9850648
0.83872205
0.9522419
0.7010454
0.798121
0.7903768
0.79053795
0.7156199
0.81251085
0.7485621
0.8352619
0.76688284
0.7714792
0.94820493
0.7465878
0.79768145
0.80119234
0.8655976
0.7407749
0.8359743
0.760693
0.86866033
0.8022073
0.8739322
0.8292871
0.81109774
0.8055177
0.7742828
0.75341785
0.88121915
0.7078086
0.7819499
0.88947326
0.78462124
0.79327124
0.8690349
0.88398176
0.7979913
0.8021589
0.7297431
0.79332036
0.8230138
0.7352892
0.75388896
0.8904772
0.82340384
0.8645355
0.7288492
0.8404304
0.8477366
0.8019587
0.7524701
0.71294206
0.80199975
0.8250761
0.84322566
0.92175025
0.8739369
0.82851404
0.9921178
0.8898454
0.79744077
0.85316384
0.95785636
0.915984
0.84467274
0.97920054
0.9670009
0.9739716
1.0472411
0.94867676
0.95717305
0.87560046
0.90873116
0.9209869
0.9130771
0.82499874
0.9293561
0.8340877
0.82079625
0.81997687
0.7983508
0.8247411
0.80320185
0.80457795
0.80542284
0.8571579
0.82890624
0.93647
0.98584205
1.0385389
1.041194
1.0204654
0.9837364
0.96317124
0.968395
0.8552462
0.79052436
0.7630685
0.85045946
0.7510681
0.830201
0.8592794
0.78841096
0.79434085
0.8061414
0.76536393
0.7350882
0.83633167
0.9069737
0.79785734
0.89666325
0.72538763
0.76232684
0.77617854
0.86020327
0.7770748
0.76031077
0.8656923
0.8626255
0.8901763
0.89356863
0.9729051
0.915733
0.7631298
0.9420508
0.9590679
0.8147584
0.8386416
0.8153314
0.80542195
0.8779378
0.81761
0.87928456
0.7596289
0.8615428
0.77934426
0.8785442
0.85237473
0.91451025
0.8582371
0.86629695
0.849875
0.8595685
0.9008585
0.78856874
0.98135495
0.9063951
0.9097205
0.95024127
0.85764706
0.91278595
0.8244448
0.72768915
0.7877989
0.8306107
0.71380925
0.780781
0.7940383
0.74091226
0.8020117
0.8635342
0.74697
0.7270205
0.79189247
0.844035
0.8909852
0.8859969
0.8378369
0.8923145
0.93862605
0.8855091
1.0048882
0.9281236
0.84137124
0.86398655
0.7829249
0.7820254
0.9303933
0.96998036
0.9417045
0.9404204
0.93959427
0.94691813
0.9518848
0.80032647
0.95214957
0.9237126
0.85020083
0.8493242
0.82311463
0.9325409
0.95175755
0.90040743
0.89766335
0.88926035
1.0169263
0.8957966
1.0533788
0.8809879
0.9342442
0.9254384
0.8788961
1.0592091
0.91848814
0.94099253
0.97393686
0.95062405
0.96750414
0.9898785
1.027781
0.9323619
1.0077242
0.94241565
0.973924
0.98285383
0.90159756
0.85770905
0.95265377
0.8761869
0.85994905
0.8896347
0.8919592
0.8469322
0.9158156
0.8805655
0.96339613
0.84107035
0.95879185
