uuuu-02.csv
0
0
1.2744367
0.9573877
0.70761216
0.7656388
0.7993018
0.8884407
0.8707993
0.8204861
0.9686424
0.7616555
0.6251661
0.59052265
0.59705144
0.81141937
0.6945095
0.7819509
0.9206402
0.72348136
0.6224035
0.7310877
0.8722709
0.77335066
0.69670576
0.8265447
0.83335686
0.82645184
0.9779099
0.836729
0.70309216
0.5630271
0.63405377
0.7561358
0.67289597
0.70313084
0.77972615
0.87912863
0.77457917
0.651158
0.85572565
0.9762732
0.718806
0.73038334
0.684763
0.7862981
0.7718808
0.6830095
0.66268855
0.7602093
0.7022507
0.74079144
0.7195255
0.9119388
0.6240626
0.7245223
0.69078225
0.7332875
0.77812696
0.7190524
0.6539597
0.7143215
0.7298412
0.7518482
0.61916184
0.65509313
0.67457944
0.8232403
0.74457085
0.70667666
0.6240035
0.7918526
0.82493097
0.59631294
0.75981086
0.75208837
0.67152715
0.6748939
0.83188725
0.8667971
0.63934785
0.79879063
0.7699171
1.0292311
0.68716043
0.6977943
0.71576226
0.7379
0.81438017
0.7250284
0.83206475
0.7778958
0.9555681
0.59592205
0.68824357
0.7461079
0.7437267
1.0076716
0.7806592
0.8768326
0.69745433
0.7914345
0.673134
0.690619
0.7633309
0.8912655
0.81661385
0.8744907
0.9135503
0.87750274
0.7929485
0.8113705
0.7026564
0.88301635
0.78215575
0.71986115
0.7570558
0.7042383
0.81141883
0.79939115
0.8569472
0.86686754
0.76794624
0.7617229
0.7707628
0.7380808
0.9341117
0.79143554
0.89215904
0.8120901
0.72588015
0.82311827
0.7901219
0.75501347
0.84957504
0.78203595
0.85946965
0.8159026
0.7895075
0.93244046
0.80384606
0.97280455
0.7924432
0.89380264
0.87631553
0.8474769
0.8410131
0.8035547
0.8881862
0.81007236
0.9048123
0.814708
0.8642269
0.91304463
0.7995269
0.93398464
0.8483848
0.8191275
0.9471095
0.94380516
0.85732734
0.829622
0.7275112
1.064623
0.92045474
0.8502484
0.83079
0.8344285
0.9779892
0.88933074
0.8677912
0.80606127
0.8274439
0.8657326
0.89372975
0.92050076
0.9163555
0.94976807
0.81671065
0.7639629
0.9119424
0.81191605
0.82749814
0.86622757
0.84895223
0.785863
0.9489982
0.98482966
0.892524
0.7923549
0.9618731
0.82183015
0.88648736
0.90251684
0.9083073
0.838647
0.85009015
0.9201715
0.9686335
1.0447088
0.8683425
0.8437667
0.98550546
0.98440474
1.0488224
0.9859
0.87279403
0.8979627
0.91085505
0.9071342
0.86603224
0.86137414
0.90267915
0.99316454
0.886427
0.87671924
0.89032114
0.89363307
0.9419838
0.9261332
0.9407158
0.9693462
1.0404986
0.9042506
0.91754293
0.953303
0.97885144
1.0046761
0.88669163
0.9894168
0.903572
1.0057963
0.9827176
0.9816036
1.0106392
1.014129
0.9026385
0.86331034
1.0073704
0.9637019
1.0488689
1.0860006
1.0157764
0.98805666
1.0090817
1.0351305
1.0135784
0.96634245
1.0790375
1.0187781
1.0542296
0.99315894
0.9637292
0.92378944
0.9595666
0.99129593
1.0233456
0.9894141
0.9481131
0.94679505
0.9923601
0.9416275
0.93606555
0.944759
0.9798758
1.0049875
0.93005437
0.9933212
0.9561861
0.9181986
1.0911293
1.0355189
0.9186642
0.9657112
1.0764052
1.0209045
0.9084053
0.8746245
0.97555846
0.9497651
0.97823846
1.0448271
0.9443148
0.97109133
0.9947597
0.9147617
1.0835994
1.0963042
1.0366317
1.0369651
0.98978555
1.060164
1.0568691
1.044414
1.0325047
1.1052114
1.0482224
1.0787245
1.0248137
0.98776245
1.1165699
0.99918187
0.99879766
1.0035293
1.0565352
1.0522672
1.032652
1.0546519
1.033255
0.9829859
1.0034412
0.94536483
1.0005195
0.97291225
1.0282553
1.0199955
1.1471324
0.9914065
1.0088096
0.8680915
0.9687483
0.97254074
1.0085297
1.0274965
0.92712474
1.1184316
1.0209322
1.0034143
0.95121515
0.9792431
0.9689495
0.97266704
1.0268036
1.0337248
1.0241339
0.9759063
0.98816544
1.0483546
1.0137
1.0085505
1.1259884
1.0179065
0.99332386
1.0172989
0.9242571
0.96503115
1.003871
0.929829
1.0612038
0.9837585
1.0036252
0.938168
1.1131908
0.9829123
1.0354491
0.9763823
0.959351
0.9918343
0.96256137
0.99994045
1.0385162
0.94680667
0.9805628
1.0640528
0.96249807
1.0301043
1.0411202
0.95065904
0.9959737
1.0258178
