ppuu-04.csv
0
0
0.3896285
0.5532453
0.8599344
0.8812773
0.6669859
0.74872494
0.8372169
0.98238677
0.6908623
0.9888395
0.7242225
0.7364099
0.5519165
0.68639565
0.65869117
0.6916796
0.77385193
0.6407395
0.623906
0.6577201
0.7741887
0.70929396
0.6828777
0.7485095
0.5989269
0.61927664
0.7204908
0.6492942
0.65646154
0.69179946
0.63740027
0.73941326
0.6947808
0.63284546
0.8682577
0.59843665
0.590934
0.68779933
0.6954873
0.64018553
0.68738043
0.79619163
0.7457988
0.58032936
0.66744596
0.6831844
0.6827124
0.77467966
0.65189254
0.6555878
0.6625156
0.7371491
0.634863
0.62532204
0.648019
0.62188256
0.70193005
0.6490197
0.698102
0.7551082
0.6475051
0.56834847
0.5968326
0.5674083
0.54287225
0.6585618
0.60876894
0.6522597
0.6653865
0.697142
0.66907173
0.6391064
0.596566
0.59958375
0.5960706
0.653912
0.66072774
0.5970963
0.69952124
0.6097235
0.56766725
0.59480995
0.62528825
0.5702711
0.68247694
0.57118994
0.67815095
0.6543288
0.6626717
0.62001127
0.6423556
0.6909449
0.73851496
0.55340964
0.59633005
0.639967
0.6170139
0.5762305
0.615501
0.6214645
0.60949326
0.552734
0.6563227
0.59284294
0.6515594
0.6534655
0.65606123
0.59529084
0.58508164
0.6562066
0.5588308
0.5904229
0.6214758
0.6070397
0.66466254
0.6699796
0.5387066
0.6239206
0.6210165
0.5330773
0.6280782
0.56770927
0.5233978
0.611389
0.53470135
0.61236554
0.6311977
0.6393442
0.67026633
0.5500166
0.6042512
0.6584816
0.71319485
0.597316
0.62366843
0.59493744
0.61572933
0.59483415
0.58514863
0.5831935
0.67330265
0.6312879
0.6184022
0.74138576
0.68189704
0.61874473
0.65330464
0.6562957
0.6596069
0.64972836
0.6077879
0.62477213
0.56939524
0.6832898
0.6326988
0.6225703
0.6445173
0.62296677
0.6052812
0.6610857
0.63294125
0.6171602
0.59816974
0.6048987
0.59598017
0.6253699
0.5661022
0.62513286
0.5829349
0.554063
0.6199945
0.6172744
0.6163944
0.6121537
0.55756706
0.55999035
0.6029151
0.55305046
0.6082598
0.61507815
0.6462298
0.5237176
0.56320727
0.57287145
0.55913746
0.56540906
0.58685
0.62835056
0.6642892
0.5997504
0.5748446
0.58199894
0.56037164
0.62966746
0.6301129
0.5548429
0.5530009
0.62780416
0.5723332
0.5882627
0.6272866
0.6255749
0.61025107
0.5696306
0.5362961
0.6093245
0.6410052
0.6171828
0.5919943
0.61709297
0.61747247
0.65272987
0.6075972
0.63679504
0.6008782
0.60423994
0.6476515
0.6266843
0.581186
0.6542396
0.59912944
0.60879546
0.5967227
0.6112607
0.62557036
0.57351696
0.55641794
0.6053728
0.6391286
0.70417035
0.657146
0.5686221
0.67901534
0.68906754
0.61259264
0.6580298
0.6245973
0.65368855
0.625234
0.6271989
0.5873238
0.6141914
0.5800967
0.6183903
0.65245396
0.65593916
0.62725973
0.6033376
0.57779557
0.6114434
0.5889557
0.6027565
0.66648906
0.612489
0.5743864
0.60432124
0.63740116
0.59498197
0.61698574
0.6004992
0.6848611
0.61472154
0.5927922
0.62867045
0.5962319
0.609426
0.60019815
0.6408349
0.6363407
0.5440941
0.6100022
0.5683066
0.5754522
0.6250731
0.6470428
0.6075301
0.61446595
0.6709529
0.63097125
0.62497795
0.6577499
0.65444666
0.59934366
0.5841349
0.607674
0.6123299
0.6414312
0.5560837
0.6114514
0.61092585
0.6225185
0.6103471
0.6465068
0.67423356
0.62644166
0.6324074
0.5971997
0.63370085
0.60852486
0.6235507
0.625289
0.62866455
0.58983344
0.63420904
0.6064266
0.63962024
0.63077605
0.5830637
0.5927037
0.5912706
0.6529129
0.5849005
0.5908367
0.58552796
0.63507104
0.61126304
0.64173335
0.6263461
0.6285472
0.5828625
0.6067357
0.642185
0.6290493
0.63094205
0.58952814
0.6062626
0.5726224
0.61722994
0.6150891
0.5863503
0.617292
0.6030471
0.6064597
0.62799186
0.6289049
0.56351197
0.64031166
0.6330676
0.643453
0.64103967
0.6550758
0.64214885
0.6431956
0.6398279
0.66236407
0.63306916
0.6291388
0.61865914
0.5701132
0.6208022
0.61440647
0.6302863
0.5789692
0.6823601
0.5553521
0.6177509
0.61530364
0.60320544
0.6026718
0.60840523
0.6469694
0.61920923
0.6750979
0.6230091
0.63316816
0.60835516
0.6533919
